Replicate,x1,x2,x3,x4,z1,z2,T1,T2,T3
1,0.150,50.000,33.000,0.020,1,A,5.00,47.00,15.00
2,0.150,50.000,33.000,0.020,1,A,6.00,50.00,14.00
3,0.150,50.000,33.000,0.020,1,A,5.00,54.00,14.00
4,0.150,50.000,33.000,0.020,1,A,5.00,46.00,16.00
5,0.150,50.000,33.000,0.020,1,A,6.00,55.00,13.00
6,0.150,50.000,33.000,0.020,1,A,5.00,49.00,15.00
7,0.150,50.000,33.000,0.020,1,A,5.00,56.00,13.00
8,0.150,50.000,33.000,0.020,1,A,5.00,50.00,16.00
9,0.150,50.000,33.000,0.020,1,A,4.00,46.00,17.00
10,0.150,50.000,33.000,0.020,1,A,5.00,53.00,15.00
1,0.150,50.000,33.000,0.020,2,A,7.00,56.00,13.00
2,0.150,50.000,33.000,0.020,2,A,6.00,52.00,14.00
3,0.150,50.000,33.000,0.020,2,A,5.00,48.00,16.00
4,0.150,50.000,33.000,0.020,2,A,5.00,59.00,15.00
5,0.150,50.000,33.000,0.020,2,A,6.00,55.00,14.00
6,0.150,50.000,33.000,0.020,2,A,6.00,56.00,14.00
7,0.150,50.000,33.000,0.020,2,A,6.00,48.00,14.00
8,0.150,50.000,33.000,0.020,2,A,5.00,47.00,16.00
9,0.150,50.000,33.000,0.020,2,A,5.00,48.00,15.00
10,0.150,50.000,33.000,0.020,2,A,6.00,56.00,14.00
1,0.150,50.000,33.000,0.020,1,B,4.00,46.00,16.00
2,0.150,50.000,33.000,0.020,1,B,4.00,40.00,16.00
3,0.150,50.000,33.000,0.020,1,B,4.00,41.00,17.00
4,0.150,50.000,33.000,0.020,1,B,3.00,39.00,17.00
5,0.150,50.000,33.000,0.020,1,B,3.00,50.00,16.00
6,0.150,50.000,33.000,0.020,1,B,4.00,43.00,16.00
7,0.150,50.000,33.000,0.020,1,B,4.00,41.00,16.00
8,0.150,50.000,33.000,0.020,1,B,3.00,42.00,17.00
9,0.150,50.000,33.000,0.020,1,B,4.00,46.00,15.00
10,0.150,50.000,33.000,0.020,1,B,4.00,50.00,16.00
1,0.150,50.000,33.000,0.020,2,B,4.00,47.00,17.00
2,0.150,50.000,33.000,0.020,2,B,3.00,41.00,17.00
3,0.150,50.000,33.000,0.020,2,B,4.00,43.00,16.00
4,0.150,50.000,33.000,0.020,2,B,4.00,51.00,15.00
5,0.150,50.000,33.000,0.020,2,B,4.00,38.00,16.00
6,0.150,50.000,33.000,0.020,2,B,3.00,50.00,16.00
7,0.150,50.000,33.000,0.020,2,B,3.00,46.00,18.00
8,0.150,50.000,33.000,0.020,2,B,3.00,46.00,16.00
9,0.150,50.000,33.000,0.020,2,B,3.00,48.00,19.00
10,0.150,50.000,33.000,0.020,2,B,3.00,43.00,17.00
1,0.200,50.000,33.000,0.020,1,A,4.00,40.00,17.00
2,0.200,50.000,33.000,0.020,1,A,4.00,41.00,17.00
3,0.200,50.000,33.000,0.020,1,A,4.00,47.00,16.00
4,0.200,50.000,33.000,0.020,1,A,3.00,44.00,18.00
5,0.200,50.000,33.000,0.020,1,A,3.00,45.00,17.00
6,0.200,50.000,33.000,0.020,1,A,4.00,53.00,15.00
7,0.200,50.000,33.000,0.020,1,A,4.00,49.00,17.00
8,0.200,50.000,33.000,0.020,1,A,4.00,48.00,16.00
9,0.200,50.000,33.000,0.020,1,A,4.00,38.00,17.00
10,0.200,50.000,33.000,0.020,1,A,4.00,46.00,16.00
1,0.200,50.000,33.000,0.020,2,A,6.00,54.00,13.00
2,0.200,50.000,33.000,0.020,2,A,5.00,46.00,16.00
3,0.200,50.000,33.000,0.020,2,A,6.00,45.00,15.00
4,0.200,50.000,33.000,0.020,2,A,5.00,48.00,14.00
5,0.200,50.000,33.000,0.020,2,A,5.00,47.00,15.00
6,0.200,50.000,33.000,0.020,2,A,6.00,48.00,14.00
7,0.200,50.000,33.000,0.020,2,A,5.00,58.00,16.00
8,0.200,50.000,33.000,0.020,2,A,6.00,49.00,15.00
9,0.200,50.000,33.000,0.020,2,A,5.00,54.00,14.00
10,0.200,50.000,33.000,0.020,2,A,5.00,50.00,15.00
1,0.200,50.000,33.000,0.020,1,B,4.00,45.00,16.00
2,0.200,50.000,33.000,0.020,1,B,5.00,51.00,14.00
3,0.200,50.000,33.000,0.020,1,B,5.00,54.00,15.00
4,0.200,50.000,33.000,0.020,1,B,5.00,46.00,15.00
5,0.200,50.000,33.000,0.020,1,B,4.00,50.00,16.00
6,0.200,50.000,33.000,0.020,1,B,5.00,43.00,16.00
7,0.200,50.000,33.000,0.020,1,B,4.00,47.00,16.00
8,0.200,50.000,33.000,0.020,1,B,4.00,43.00,16.00
9,0.200,50.000,33.000,0.020,1,B,4.00,49.00,17.00
10,0.200,50.000,33.000,0.020,1,B,4.00,48.00,16.00
1,0.200,50.000,33.000,0.020,2,B,5.00,46.00,16.00
2,0.200,50.000,33.000,0.020,2,B,5.00,48.00,15.00
3,0.200,50.000,33.000,0.020,2,B,6.00,45.00,15.00
4,0.200,50.000,33.000,0.020,2,B,4.00,45.00,16.00
5,0.200,50.000,33.000,0.020,2,B,5.00,53.00,15.00
6,0.200,50.000,33.000,0.020,2,B,4.00,47.00,16.00
7,0.200,50.000,33.000,0.020,2,B,5.00,51.00,15.00
8,0.200,50.000,33.000,0.020,2,B,5.00,38.00,18.00
9,0.200,50.000,33.000,0.020,2,B,5.00,44.00,15.00
10,0.200,50.000,33.000,0.020,2,B,4.00,48.00,15.00
1,0.150,70.000,33.000,0.020,1,A,5.00,48.00,16.00
2,0.150,70.000,33.000,0.020,1,A,5.00,47.00,17.00
3,0.150,70.000,33.000,0.020,1,A,5.00,45.00,16.00
4,0.150,70.000,33.000,0.020,1,A,5.00,46.00,16.00
5,0.150,70.000,33.000,0.020,1,A,5.00,48.00,15.00
6,0.150,70.000,33.000,0.020,1,A,5.00,51.00,15.00
7,0.150,70.000,33.000,0.020,1,A,5.00,50.00,16.00
8,0.150,70.000,33.000,0.020,1,A,5.00,44.00,16.00
9,0.150,70.000,33.000,0.020,1,A,5.00,49.00,16.00
10,0.150,70.000,33.000,0.020,1,A,5.00,40.00,18.00
1,0.150,70.000,33.000,0.020,2,A,6.00,56.00,14.00
2,0.150,70.000,33.000,0.020,2,A,6.00,50.00,15.00
3,0.150,70.000,33.000,0.020,2,A,6.00,54.00,16.00
4,0.150,70.000,33.000,0.020,2,A,6.00,59.00,15.00
5,0.150,70.000,33.000,0.020,2,A,5.00,58.00,15.00
6,0.150,70.000,33.000,0.020,2,A,5.00,51.00,14.00
7,0.150,70.000,33.000,0.020,2,A,5.00,51.00,16.00
8,0.150,70.000,33.000,0.020,2,A,6.00,56.00,15.00
9,0.150,70.000,33.000,0.020,2,A,5.00,52.00,15.00
10,0.150,70.000,33.000,0.020,2,A,5.00,55.00,15.00
1,0.150,70.000,33.000,0.020,1,B,5.00,44.00,16.00
2,0.150,70.000,33.000,0.020,1,B,6.00,52.00,15.00
3,0.150,70.000,33.000,0.020,1,B,6.00,44.00,14.00
4,0.150,70.000,33.000,0.020,1,B,6.00,46.00,16.00
5,0.150,70.000,33.000,0.020,1,B,6.00,49.00,16.00
6,0.150,70.000,33.000,0.020,1,B,6.00,45.00,14.00
7,0.150,70.000,33.000,0.020,1,B,5.00,45.00,17.00
8,0.150,70.000,33.000,0.020,1,B,5.00,44.00,17.00
9,0.150,70.000,33.000,0.020,1,B,6.00,48.00,16.00
10,0.150,70.000,33.000,0.020,1,B,5.00,44.00,16.00
1,0.150,70.000,33.000,0.020,2,B,5.00,43.00,17.00
2,0.150,70.000,33.000,0.020,2,B,5.00,46.00,17.00
3,0.150,70.000,33.000,0.020,2,B,5.00,42.00,17.00
4,0.150,70.000,33.000,0.020,2,B,4.00,41.00,19.00
5,0.150,70.000,33.000,0.020,2,B,4.00,34.00,17.00
6,0.150,70.000,33.000,0.020,2,B,4.00,46.00,17.00
7,0.150,70.000,33.000,0.020,2,B,4.00,38.00,17.00
8,0.150,70.000,33.000,0.020,2,B,4.00,55.00,18.00
9,0.150,70.000,33.000,0.020,2,B,4.00,39.00,19.00
10,0.150,70.000,33.000,0.020,2,B,4.00,43.00,18.00
1,0.200,70.000,33.000,0.020,1,A,6.00,43.00,17.00
2,0.200,70.000,33.000,0.020,1,A,6.00,50.00,16.00
3,0.200,70.000,33.000,0.020,1,A,6.00,47.00,15.00
4,0.200,70.000,33.000,0.020,1,A,6.00,51.00,16.00
5,0.200,70.000,33.000,0.020,1,A,6.00,47.00,14.00
6,0.200,70.000,33.000,0.020,1,A,5.00,46.00,17.00
7,0.200,70.000,33.000,0.020,1,A,6.00,56.00,15.00
8,0.200,70.000,33.000,0.020,1,A,6.00,43.00,15.00
9,0.200,70.000,33.000,0.020,1,A,6.00,49.00,17.00
10,0.200,70.000,33.000,0.020,1,A,5.00,47.00,17.00
1,0.200,70.000,33.000,0.020,2,A,4.00,46.00,16.00
2,0.200,70.000,33.000,0.020,2,A,5.00,47.00,17.00
3,0.200,70.000,33.000,0.020,2,A,5.00,40.00,17.00
4,0.200,70.000,33.000,0.020,2,A,4.00,48.00,16.00
5,0.200,70.000,33.000,0.020,2,A,4.00,41.00,17.00
6,0.200,70.000,33.000,0.020,2,A,5.00,53.00,16.00
7,0.200,70.000,33.000,0.020,2,A,4.00,41.00,19.00
8,0.200,70.000,33.000,0.020,2,A,5.00,44.00,17.00
9,0.200,70.000,33.000,0.020,2,A,4.00,48.00,19.00
10,0.200,70.000,33.000,0.020,2,A,4.00,46.00,16.00
1,0.200,70.000,33.000,0.020,1,B,5.00,44.00,17.00
2,0.200,70.000,33.000,0.020,1,B,5.00,47.00,16.00
3,0.200,70.000,33.000,0.020,1,B,5.00,51.00,14.00
4,0.200,70.000,33.000,0.020,1,B,4.00,50.00,16.00
5,0.200,70.000,33.000,0.020,1,B,4.00,42.00,16.00
6,0.200,70.000,33.000,0.020,1,B,4.00,43.00,16.00
7,0.200,70.000,33.000,0.020,1,B,4.00,40.00,17.00
8,0.200,70.000,33.000,0.020,1,B,4.00,47.00,17.00
9,0.200,70.000,33.000,0.020,1,B,4.00,46.00,17.00
10,0.200,70.000,33.000,0.020,1,B,4.00,46.00,17.00
1,0.200,70.000,33.000,0.020,2,B,5.00,40.00,16.00
2,0.200,70.000,33.000,0.020,2,B,5.00,50.00,14.00
3,0.200,70.000,33.000,0.020,2,B,5.00,51.00,14.00
4,0.200,70.000,33.000,0.020,2,B,5.00,43.00,16.00
5,0.200,70.000,33.000,0.020,2,B,5.00,54.00,16.00
6,0.200,70.000,33.000,0.020,2,B,5.00,48.00,15.00
7,0.200,70.000,33.000,0.020,2,B,5.00,50.00,17.00
8,0.200,70.000,33.000,0.020,2,B,4.00,48.00,16.00
9,0.200,70.000,33.000,0.020,2,B,5.00,45.00,16.00
10,0.200,70.000,33.000,0.020,2,B,5.00,47.00,16.00
1,0.150,50.000,45.000,0.020,1,A,5.00,49.00,17.00
2,0.150,50.000,45.000,0.020,1,A,5.00,47.00,14.00
3,0.150,50.000,45.000,0.020,1,A,5.00,55.00,15.00
4,0.150,50.000,45.000,0.020,1,A,6.00,48.00,16.00
5,0.150,50.000,45.000,0.020,1,A,5.00,47.00,15.00
6,0.150,50.000,45.000,0.020,1,A,5.00,48.00,16.00
7,0.150,50.000,45.000,0.020,1,A,5.00,48.00,16.00
8,0.150,50.000,45.000,0.020,1,A,5.00,48.00,15.00
9,0.150,50.000,45.000,0.020,1,A,5.00,45.00,16.00
10,0.150,50.000,45.000,0.020,1,A,5.00,44.00,16.00
1,0.150,50.000,45.000,0.020,2,A,6.00,47.00,14.00
2,0.150,50.000,45.000,0.020,2,A,5.00,55.00,16.00
3,0.150,50.000,45.000,0.020,2,A,4.00,48.00,16.00
4,0.150,50.000,45.000,0.020,2,A,5.00,53.00,16.00
5,0.150,50.000,45.000,0.020,2,A,5.00,49.00,16.00
6,0.150,50.000,45.000,0.020,2,A,5.00,47.00,15.00
7,0.150,50.000,45.000,0.020,2,A,5.00,50.00,16.00
8,0.150,50.000,45.000,0.020,2,A,5.00,46.00,16.00
9,0.150,50.000,45.000,0.020,2,A,5.00,48.00,16.00
10,0.150,50.000,45.000,0.020,2,A,5.00,44.00,17.00
1,0.150,50.000,45.000,0.020,1,B,4.00,42.00,18.00
2,0.150,50.000,45.000,0.020,1,B,4.00,58.00,17.00
3,0.150,50.000,45.000,0.020,1,B,4.00,48.00,19.00
4,0.150,50.000,45.000,0.020,1,B,4.00,47.00,17.00
5,0.150,50.000,45.000,0.020,1,B,4.00,52.00,18.00
6,0.150,50.000,45.000,0.020,1,B,4.00,42.00,19.00
7,0.150,50.000,45.000,0.020,1,B,3.00,43.00,18.00
8,0.150,50.000,45.000,0.020,1,B,4.00,48.00,17.00
9,0.150,50.000,45.000,0.020,1,B,3.00,38.00,18.00
10,0.150,50.000,45.000,0.020,1,B,3.00,37.00,17.00
1,0.150,50.000,45.000,0.020,2,B,6.00,47.00,16.00
2,0.150,50.000,45.000,0.020,2,B,6.00,47.00,16.00
3,0.150,50.000,45.000,0.020,2,B,5.00,45.00,14.00
4,0.150,50.000,45.000,0.020,2,B,5.00,45.00,17.00
5,0.150,50.000,45.000,0.020,2,B,5.00,47.00,16.00
6,0.150,50.000,45.000,0.020,2,B,6.00,50.00,14.00
7,0.150,50.000,45.000,0.020,2,B,5.00,47.00,17.00
8,0.150,50.000,45.000,0.020,2,B,5.00,49.00,15.00
9,0.150,50.000,45.000,0.020,2,B,5.00,43.00,17.00
10,0.150,50.000,45.000,0.020,2,B,5.00,47.00,17.00
1,0.200,50.000,45.000,0.020,1,A,6.00,47.00,16.00
2,0.200,50.000,45.000,0.020,1,A,6.00,48.00,16.00
3,0.200,50.000,45.000,0.020,1,A,5.00,50.00,14.00
4,0.200,50.000,45.000,0.020,1,A,5.00,45.00,16.00
5,0.200,50.000,45.000,0.020,1,A,5.00,44.00,16.00
6,0.200,50.000,45.000,0.020,1,A,5.00,44.00,17.00
7,0.200,50.000,45.000,0.020,1,A,5.00,46.00,17.00
8,0.200,50.000,45.000,0.020,1,A,5.00,43.00,15.00
9,0.200,50.000,45.000,0.020,1,A,5.00,45.00,17.00
10,0.200,50.000,45.000,0.020,1,A,5.00,44.00,16.00
1,0.200,50.000,45.000,0.020,2,A,4.00,38.00,18.00
2,0.200,50.000,45.000,0.020,2,A,4.00,38.00,18.00
3,0.200,50.000,45.000,0.020,2,A,3.00,39.00,18.00
4,0.200,50.000,45.000,0.020,2,A,3.00,36.00,18.00
5,0.200,50.000,45.000,0.020,2,A,4.00,38.00,17.00
6,0.200,50.000,45.000,0.020,2,A,4.00,46.00,17.00
7,0.200,50.000,45.000,0.020,2,A,3.00,45.00,17.00
8,0.200,50.000,45.000,0.020,2,A,4.00,43.00,18.00
9,0.200,50.000,45.000,0.020,2,A,4.00,39.00,16.00
10,0.200,50.000,45.000,0.020,2,A,3.00,39.00,18.00
1,0.200,50.000,45.000,0.020,1,B,5.00,46.00,15.00
2,0.200,50.000,45.000,0.020,1,B,5.00,54.00,15.00
3,0.200,50.000,45.000,0.020,1,B,5.00,46.00,14.00
4,0.200,50.000,45.000,0.020,1,B,5.00,53.00,15.00
5,0.200,50.000,45.000,0.020,1,B,5.00,52.00,15.00
6,0.200,50.000,45.000,0.020,1,B,4.00,57.00,15.00
7,0.200,50.000,45.000,0.020,1,B,4.00,48.00,16.00
8,0.200,50.000,45.000,0.020,1,B,4.00,53.00,16.00
9,0.200,50.000,45.000,0.020,1,B,5.00,52.00,16.00
10,0.200,50.000,45.000,0.020,1,B,4.00,48.00,16.00
1,0.200,50.000,45.000,0.020,2,B,4.00,42.00,17.00
2,0.200,50.000,45.000,0.020,2,B,4.00,51.00,15.00
3,0.200,50.000,45.000,0.020,2,B,5.00,47.00,16.00
4,0.200,50.000,45.000,0.020,2,B,5.00,54.00,14.00
5,0.200,50.000,45.000,0.020,2,B,4.00,42.00,15.00
6,0.200,50.000,45.000,0.020,2,B,4.00,51.00,16.00
7,0.200,50.000,45.000,0.020,2,B,4.00,45.00,16.00
8,0.200,50.000,45.000,0.020,2,B,5.00,48.00,16.00
9,0.200,50.000,45.000,0.020,2,B,4.00,41.00,17.00
10,0.200,50.000,45.000,0.020,2,B,4.00,44.00,17.00
1,0.150,70.000,45.000,0.020,1,A,6.00,43.00,17.00
2,0.150,70.000,45.000,0.020,1,A,6.00,45.00,16.00
3,0.150,70.000,45.000,0.020,1,A,6.00,54.00,15.00
4,0.150,70.000,45.000,0.020,1,A,8.00,59.00,17.00
5,0.150,70.000,45.000,0.020,1,A,6.00,40.00,17.00
6,0.150,70.000,45.000,0.020,1,A,6.00,36.00,17.00
7,0.150,70.000,45.000,0.020,1,A,6.00,49.00,17.00
8,0.150,70.000,45.000,0.020,1,A,6.00,45.00,16.00
9,0.150,70.000,45.000,0.020,1,A,6.00,48.00,16.00
10,0.150,70.000,45.000,0.020,1,A,6.00,48.00,16.00
1,0.150,70.000,45.000,0.020,2,A,4.00,42.00,18.00
2,0.150,70.000,45.000,0.020,2,A,5.00,62.00,17.00
3,0.150,70.000,45.000,0.020,2,A,4.00,44.00,18.00
4,0.150,70.000,45.000,0.020,2,A,5.00,42.00,15.00
5,0.150,70.000,45.000,0.020,2,A,5.00,50.00,15.00
6,0.150,70.000,45.000,0.020,2,A,5.00,59.00,16.00
7,0.150,70.000,45.000,0.020,2,A,4.00,45.00,17.00
8,0.150,70.000,45.000,0.020,2,A,4.00,54.00,17.00
9,0.150,70.000,45.000,0.020,2,A,5.00,44.00,17.00
10,0.150,70.000,45.000,0.020,2,A,6.00,64.00,18.00
1,0.150,70.000,45.000,0.020,1,B,5.00,49.00,15.00
2,0.150,70.000,45.000,0.020,1,B,5.00,53.00,15.00
3,0.150,70.000,45.000,0.020,1,B,5.00,50.00,14.00
4,0.150,70.000,45.000,0.020,1,B,5.00,44.00,17.00
5,0.150,70.000,45.000,0.020,1,B,5.00,46.00,16.00
6,0.150,70.000,45.000,0.020,1,B,6.00,50.00,15.00
7,0.150,70.000,45.000,0.020,1,B,5.00,46.00,16.00
8,0.150,70.000,45.000,0.020,1,B,5.00,50.00,16.00
9,0.150,70.000,45.000,0.020,1,B,6.00,56.00,16.00
10,0.150,70.000,45.000,0.020,1,B,5.00,44.00,16.00
1,0.150,70.000,45.000,0.020,2,B,4.00,45.00,18.00
2,0.150,70.000,45.000,0.020,2,B,4.00,51.00,15.00
3,0.150,70.000,45.000,0.020,2,B,4.00,51.00,15.00
4,0.150,70.000,45.000,0.020,2,B,3.00,46.00,18.00
5,0.150,70.000,45.000,0.020,2,B,3.00,45.00,17.00
6,0.150,70.000,45.000,0.020,2,B,4.00,40.00,17.00
7,0.150,70.000,45.000,0.020,2,B,4.00,42.00,17.00
8,0.150,70.000,45.000,0.020,2,B,3.00,42.00,17.00
9,0.150,70.000,45.000,0.020,2,B,3.00,45.00,18.00
10,0.150,70.000,45.000,0.020,2,B,2.00,41.00,19.00
1,0.200,70.000,45.000,0.020,1,A,7.00,53.00,16.00
2,0.200,70.000,45.000,0.020,1,A,6.00,44.00,15.00
3,0.200,70.000,45.000,0.020,1,A,7.00,50.00,14.00
4,0.200,70.000,45.000,0.020,1,A,6.00,51.00,15.00
5,0.200,70.000,45.000,0.020,1,A,6.00,42.00,18.00
6,0.200,70.000,45.000,0.020,1,A,6.00,43.00,16.00
7,0.200,70.000,45.000,0.020,1,A,6.00,44.00,16.00
8,0.200,70.000,45.000,0.020,1,A,6.00,48.00,17.00
9,0.200,70.000,45.000,0.020,1,A,5.00,39.00,16.00
10,0.200,70.000,45.000,0.020,1,A,5.00,56.00,15.00
1,0.200,70.000,45.000,0.020,2,A,4.00,44.00,18.00
2,0.200,70.000,45.000,0.020,2,A,4.00,37.00,18.00
3,0.200,70.000,45.000,0.020,2,A,4.00,45.00,16.00
4,0.200,70.000,45.000,0.020,2,A,4.00,43.00,18.00
5,0.200,70.000,45.000,0.020,2,A,4.00,39.00,19.00
6,0.200,70.000,45.000,0.020,2,A,4.00,38.00,19.00
7,0.200,70.000,45.000,0.020,2,A,4.00,48.00,18.00
8,0.200,70.000,45.000,0.020,2,A,4.00,35.00,19.00
9,0.200,70.000,45.000,0.020,2,A,3.00,35.00,17.00
10,0.200,70.000,45.000,0.020,2,A,4.00,45.00,17.00
1,0.200,70.000,45.000,0.020,1,B,5.00,47.00,16.00
2,0.200,70.000,45.000,0.020,1,B,5.00,51.00,16.00
3,0.200,70.000,45.000,0.020,1,B,5.00,46.00,17.00
4,0.200,70.000,45.000,0.020,1,B,5.00,51.00,16.00
5,0.200,70.000,45.000,0.020,1,B,5.00,47.00,16.00
6,0.200,70.000,45.000,0.020,1,B,5.00,52.00,16.00
7,0.200,70.000,45.000,0.020,1,B,5.00,40.00,16.00
8,0.200,70.000,45.000,0.020,1,B,5.00,50.00,15.00
9,0.200,70.000,45.000,0.020,1,B,5.00,43.00,16.00
10,0.200,70.000,45.000,0.020,1,B,5.00,45.00,15.00
1,0.200,70.000,45.000,0.020,2,B,3.00,46.00,17.00
2,0.200,70.000,45.000,0.020,2,B,4.00,40.00,16.00
3,0.200,70.000,45.000,0.020,2,B,4.00,49.00,17.00
4,0.200,70.000,45.000,0.020,2,B,4.00,44.00,17.00
5,0.200,70.000,45.000,0.020,2,B,4.00,46.00,17.00
6,0.200,70.000,45.000,0.020,2,B,4.00,50.00,17.00
7,0.200,70.000,45.000,0.020,2,B,4.00,41.00,18.00
8,0.200,70.000,45.000,0.020,2,B,5.00,47.00,17.00
9,0.200,70.000,45.000,0.020,2,B,5.00,47.00,16.00
10,0.200,70.000,45.000,0.020,2,B,4.00,44.00,17.00
1,0.150,50.000,33.000,0.040,1,A,6.00,41.00,16.00
2,0.150,50.000,33.000,0.040,1,A,6.00,48.00,16.00
3,0.150,50.000,33.000,0.040,1,A,6.00,54.00,16.00
4,0.150,50.000,33.000,0.040,1,A,6.00,38.00,17.00
5,0.150,50.000,33.000,0.040,1,A,6.00,44.00,15.00
6,0.150,50.000,33.000,0.040,1,A,6.00,42.00,17.00
7,0.150,50.000,33.000,0.040,1,A,6.00,44.00,16.00
8,0.150,50.000,33.000,0.040,1,A,6.00,51.00,15.00
9,0.150,50.000,33.000,0.040,1,A,6.00,45.00,16.00
10,0.150,50.000,33.000,0.040,1,A,7.00,54.00,18.00
1,0.150,50.000,33.000,0.040,2,A,3.00,44.00,19.00
2,0.150,50.000,33.000,0.040,2,A,3.00,39.00,17.00
3,0.150,50.000,33.000,0.040,2,A,3.00,39.00,18.00
4,0.150,50.000,33.000,0.040,2,A,3.00,46.00,19.00
5,0.150,50.000,33.000,0.040,2,A,3.00,46.00,17.00
6,0.150,50.000,33.000,0.040,2,A,3.00,34.00,17.00
7,0.150,50.000,33.000,0.040,2,A,3.00,42.00,17.00
8,0.150,50.000,33.000,0.040,2,A,4.00,40.00,17.00
9,0.150,50.000,33.000,0.040,2,A,3.00,41.00,19.00
10,0.150,50.000,33.000,0.040,2,A,3.00,45.00,18.00
1,0.150,50.000,33.000,0.040,1,B,5.00,54.00,16.00
2,0.150,50.000,33.000,0.040,1,B,5.00,48.00,15.00
3,0.150,50.000,33.000,0.040,1,B,5.00,47.00,17.00
4,0.150,50.000,33.000,0.040,1,B,5.00,51.00,15.00
5,0.150,50.000,33.000,0.040,1,B,6.00,57.00,16.00
6,0.150,50.000,33.000,0.040,1,B,5.00,46.00,17.00
7,0.150,50.000,33.000,0.040,1,B,5.00,43.00,15.00
8,0.150,50.000,33.000,0.040,1,B,5.00,43.00,16.00
9,0.150,50.000,33.000,0.040,1,B,6.00,54.00,16.00
10,0.150,50.000,33.000,0.040,1,B,6.00,44.00,14.00
1,0.150,50.000,33.000,0.040,2,B,3.00,36.00,18.00
2,0.150,50.000,33.000,0.040,2,B,3.00,40.00,20.00
3,0.150,50.000,33.000,0.040,2,B,4.00,42.00,17.00
4,0.150,50.000,33.000,0.040,2,B,4.00,43.00,17.00
5,0.150,50.000,33.000,0.040,2,B,4.00,39.00,17.00
6,0.150,50.000,33.000,0.040,2,B,4.00,41.00,17.00
7,0.150,50.000,33.000,0.040,2,B,4.00,40.00,18.00
8,0.150,50.000,33.000,0.040,2,B,5.00,44.00,16.00
9,0.150,50.000,33.000,0.040,2,B,5.00,41.00,17.00
10,0.150,50.000,33.000,0.040,2,B,5.00,38.00,16.00
1,0.200,50.000,33.000,0.040,1,A,5.00,45.00,17.00
2,0.200,50.000,33.000,0.040,1,A,5.00,49.00,16.00
3,0.200,50.000,33.000,0.040,1,A,6.00,43.00,17.00
4,0.200,50.000,33.000,0.040,1,A,6.00,55.00,15.00
5,0.200,50.000,33.000,0.040,1,A,5.00,47.00,16.00
6,0.200,50.000,33.000,0.040,1,A,6.00,47.00,17.00
7,0.200,50.000,33.000,0.040,1,A,6.00,42.00,18.00
8,0.200,50.000,33.000,0.040,1,A,6.00,48.00,15.00
9,0.200,50.000,33.000,0.040,1,A,6.00,52.00,16.00
10,0.200,50.000,33.000,0.040,1,A,6.00,50.00,14.00
1,0.200,50.000,33.000,0.040,2,A,3.00,49.00,17.00
2,0.200,50.000,33.000,0.040,2,A,2.00,34.00,20.00
3,0.200,50.000,33.000,0.040,2,A,3.00,34.00,18.00
4,0.200,50.000,33.000,0.040,2,A,3.00,45.00,18.00
5,0.200,50.000,33.000,0.040,2,A,3.00,37.00,18.00
6,0.200,50.000,33.000,0.040,2,A,4.00,47.00,16.00
7,0.200,50.000,33.000,0.040,2,A,3.00,40.00,18.00
8,0.200,50.000,33.000,0.040,2,A,4.00,46.00,17.00
9,0.200,50.000,33.000,0.040,2,A,4.00,50.00,18.00
10,0.200,50.000,33.000,0.040,2,A,4.00,38.00,17.00
1,0.200,50.000,33.000,0.040,1,B,7.00,51.00,16.00
2,0.200,50.000,33.000,0.040,1,B,7.00,42.00,16.00
3,0.200,50.000,33.000,0.040,1,B,7.00,56.00,16.00
4,0.200,50.000,33.000,0.040,1,B,7.00,44.00,17.00
5,0.200,50.000,33.000,0.040,1,B,7.00,51.00,14.00
6,0.200,50.000,33.000,0.040,1,B,7.00,53.00,14.00
7,0.200,50.000,33.000,0.040,1,B,7.00,42.00,17.00
8,0.200,50.000,33.000,0.040,1,B,6.00,48.00,16.00
9,0.200,50.000,33.000,0.040,1,B,6.00,44.00,17.00
10,0.200,50.000,33.000,0.040,1,B,6.00,46.00,15.00
1,0.200,50.000,33.000,0.040,2,B,6.00,43.00,17.00
2,0.200,50.000,33.000,0.040,2,B,5.00,46.00,17.00
3,0.200,50.000,33.000,0.040,2,B,4.00,40.00,16.00
4,0.200,50.000,33.000,0.040,2,B,4.00,36.00,18.00
5,0.200,50.000,33.000,0.040,2,B,5.00,45.00,18.00
6,0.200,50.000,33.000,0.040,2,B,4.00,50.00,16.00
7,0.200,50.000,33.000,0.040,2,B,5.00,49.00,14.00
8,0.200,50.000,33.000,0.040,2,B,5.00,46.00,18.00
9,0.200,50.000,33.000,0.040,2,B,4.00,44.00,18.00
10,0.200,50.000,33.000,0.040,2,B,4.00,46.00,18.00
1,0.150,70.000,33.000,0.040,1,A,6.00,49.00,16.00
2,0.150,70.000,33.000,0.040,1,A,6.00,40.00,18.00
3,0.150,70.000,33.000,0.040,1,A,6.00,44.00,16.00
4,0.150,70.000,33.000,0.040,1,A,6.00,48.00,15.00
5,0.150,70.000,33.000,0.040,1,A,6.00,50.00,15.00
6,0.150,70.000,33.000,0.040,1,A,6.00,48.00,17.00
7,0.150,70.000,33.000,0.040,1,A,6.00,59.00,16.00
8,0.150,70.000,33.000,0.040,1,A,5.00,50.00,17.00
9,0.150,70.000,33.000,0.040,1,A,6.00,55.00,14.00
10,0.150,70.000,33.000,0.040,1,A,6.00,50.00,16.00
